7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
1023.06122    1.80595E+07
1023.10510    1.89785E+07
1023.14911    1.85413E+07
1023.19299    1.85717E+07
1023.23700    1.87762E+07
1023.28088    1.90264E+07
1023.32489    1.97519E+07
1023.36877    2.01953E+07
1023.41278    2.03049E+07
1023.45673    2.11810E+07
1023.50067    2.26230E+07
1023.54462    2.29430E+07
1023.58862    2.49019E+07
1023.63251    2.62402E+07
1023.67651    2.77310E+07
1023.72052    2.78209E+07
1023.76440    2.77054E+07
1023.80841    2.76057E+07
1023.85229    2.64665E+07
1023.89630    2.70423E+07
1023.94019    2.75624E+07
1023.98419    2.84634E+07
1024.02808    2.88945E+07
1024.07214    3.11313E+07
1024.11597    3.35945E+07
1024.16003    3.36437E+07
1024.20398    3.41514E+07
1024.24792    3.40164E+07
1024.29187    3.49557E+07
1024.33582    3.56026E+07
1024.37976    3.78589E+07
1024.42371    3.94844E+07
1024.46765    4.17306E+07
1024.51160    4.58278E+07
1024.55554    4.98567E+07
1024.59961    5.43436E+07
1024.64355    5.86620E+07
1024.68750    6.30822E+07
1024.73145    6.86815E+07
1024.77539    7.37356E+07
1024.81934    8.20346E+07
1024.86328    9.10797E+07
1024.90735    1.01623E+08
1024.95117    1.12403E+08
1024.99524    1.27506E+08
1025.03906    1.49371E+08
1025.08313    1.77335E+08
1025.12708    2.16740E+08
1025.17102    2.71682E+08
1025.21497    3.42691E+08
1025.25891    4.24404E+08
1025.30286    5.23660E+08
1025.34680    6.80777E+08
1025.39075    9.41049E+08
1025.43481    1.35551E+09
1025.47876    1.94267E+09
1025.52271    2.62305E+09
1025.56665    3.26359E+09
1025.61060    3.72480E+09
1025.65454    3.88887E+09
1025.69849    3.83701E+09
1025.74255    3.81503E+09
1025.78638    3.91014E+09
1025.83044    4.07895E+09
1025.87439    3.98875E+09
1025.91833    3.31760E+09
1025.96228    2.27235E+09
1026.00623    1.40489E+09
1026.05017    8.88877E+08
1026.09424    5.94825E+08
1026.13806    4.24994E+08
1026.18213    3.21870E+08
1026.22607    2.53666E+08
1026.27002    2.04481E+08
1026.31396    1.73283E+08
1026.35791    1.50629E+08
1026.40186    1.33875E+08
1026.44592    1.18923E+08
1026.48975    1.05656E+08
1026.53381    9.51493E+07
1026.57776    8.50322E+07
1026.62170    7.90319E+07
1026.66565    7.41067E+07
1026.70972    7.04042E+07
1026.75354    6.73247E+07
1026.79761    6.50261E+07
1026.84155    6.20486E+07
1026.88550    5.84445E+07
1026.92944    5.31011E+07
1026.97339    5.03962E+07
1027.01746    4.75796E+07
1027.06140    4.58350E+07
1027.10535    4.39600E+07
1027.14929    4.30317E+07
1027.19336    4.72094E+07
1027.23718    5.93719E+07
1027.28125    9.42303E+07
1027.32520    1.71156E+08
1027.36914    3.06716E+08
1027.41309    4.38296E+08
1027.45715    4.33934E+08
1027.50098    2.90297E+08
1027.54504    1.47566E+08
1027.58899    8.04213E+07
1027.63293    5.45942E+07
1027.67688    4.23994E+07
1027.72095    3.63685E+07
1027.76477    3.30314E+07
1027.80884    3.29227E+07
1027.85278    3.35445E+07
1027.89673    3.47434E+07
1027.94067    3.93578E+07
1027.98474    5.21004E+07
1028.02856    7.88342E+07
1028.07263    1.23734E+08
1028.11658    1.74210E+08
1028.16052    1.94396E+08
1028.20447    1.62259E+08
1028.24854    1.02840E+08
1028.29236    5.96156E+07
1028.33643    3.98259E+07
1028.38037    3.00496E+07
1028.42432    2.60402E+07
1028.46826    2.43156E+07
1028.51233    2.38046E+07
1028.55627    2.39021E+07
1028.60022    2.33208E+07
1028.64417    2.23436E+07
1028.68823    2.10734E+07
1028.73206    1.99507E+07
1028.77612    1.97538E+07
1028.82007    1.98579E+07
1028.86401    2.04060E+07
1028.90796    2.19036E+07
1028.95203    2.25720E+07
1028.99597    2.25756E+07
1029.03992    2.14787E+07
1029.08386    2.03231E+07
1029.12793    1.93257E+07
1029.17175    1.85373E+07
1029.21582    1.85965E+07
1029.25977    1.88912E+07
1029.30383    1.85859E+07
1029.34766    1.85068E+07
1029.39172    1.86114E+07
1029.43567    1.86515E+07
1029.47974    1.91079E+07
1029.52356    1.88552E+07
1029.56763    1.89115E+07
1029.61157    1.91385E+07
1029.65552    1.89124E+07
1029.69946    1.82046E+07
1029.74353    1.80421E+07
1029.78748    1.80298E+07
1029.83142    1.87802E+07
1029.87537    1.99445E+07
1029.91943    2.11653E+07
1029.96338    2.23277E+07
1030.00732    2.29727E+07
1030.05127    2.26743E+07
1030.09534    2.25033E+07
1030.13928    2.07286E+07
1030.18323    1.89392E+07
1030.22717    1.77104E+07
1030.27124    1.79170E+07
1030.31519    1.77482E+07
1030.35913    1.87238E+07
1030.40308    1.90563E+07
1030.44714    1.96654E+07
1030.49109    2.03936E+07
1030.53503    2.04609E+07
1030.57898    2.04906E+07
1030.62305    2.09381E+07
1030.66699    2.03647E+07
1030.71094    1.94476E+07
1030.75488    1.94458E+07
1030.79895    2.02876E+07
1030.84290    2.23979E+07
1030.88684    2.39847E+07
1030.93079    2.52640E+07
1030.97485    2.41768E+07
1031.01880    2.28212E+07
1031.06274    2.12721E+07
1031.10669    2.02534E+07
1031.15076    2.07932E+07
1031.19470    2.16964E+07
1031.23865    2.39868E+07
1031.28271    2.71801E+07
1031.32666    3.10489E+07
1031.37061    3.29903E+07
1031.41455    3.31332E+07
1031.45862    3.42041E+07
1031.50256    3.88947E+07
1031.54651    5.18810E+07
1031.59045    7.65072E+07
1031.63452    1.25051E+08
1031.67847    2.17404E+08
1031.72253    3.91007E+08
1031.76636    7.16464E+08
1031.81042    1.28845E+09
1031.85437    2.19262E+09
1031.89844    3.31377E+09
1031.94238    4.02927E+09
1031.98633    3.76192E+09
1032.03027    2.80292E+09
1032.07434    1.78908E+09
1032.11829    1.03345E+09
1032.16235    5.66904E+08
1032.20618    2.99052E+08
1032.25024    1.60244E+08
1032.29419    8.91804E+07
1032.33826    5.28932E+07
1032.38220    3.64211E+07
1032.42615    2.89287E+07
1032.47009    2.53252E+07
1032.51416    2.32736E+07
1032.55811    2.17697E+07
1032.60205    2.11709E+07
1032.64612    2.04424E+07
1032.69006    1.94925E+07
1032.73401    1.92611E+07
1032.77795    1.87744E+07
1032.82202    1.88789E+07
1032.86597    1.86406E+07
1032.91003    1.87716E+07
1032.95398    1.84217E+07
1032.99792    1.77456E+07
1033.04187    1.78362E+07
1033.08594    1.81655E+07
1033.12988    1.82754E+07
1033.17395    1.87995E+07
1033.21790    1.99083E+07
1033.26184    2.11301E+07
1033.30579    2.27189E+07
1033.34985    2.33574E+07
1033.39380    2.42451E+07
1033.43774    2.45352E+07
1033.48181    2.37383E+07
1033.52576    2.14406E+07
1033.56982    1.96746E+07
1033.61365    1.94980E+07
1033.65771    2.06461E+07
1033.70166    2.10268E+07
1033.74573    2.04142E+07
1033.78967    2.07625E+07
1033.83374    2.05000E+07
1033.87769    2.18257E+07
1033.92163    2.17091E+07
1033.96558    2.20283E+07
1034.01965    2.14276E+07
1034.06360    2.12196E+07
1034.10754    2.15237E+07
1034.15161    2.11481E+07
1034.19556    2.03901E+07
1034.23962    2.03424E+07
1034.28357    2.02076E+07
1034.32751    2.08396E+07
1034.37146    2.06277E+07
1034.41553    1.95031E+07
1034.45947    1.85224E+07
1034.50354    1.78910E+07
1034.54749    1.77344E+07
1034.59155    1.84120E+07
1034.63550    1.94486E+07
1034.67944    1.92359E+07
1034.72339    1.90120E+07
1034.76746    1.88426E+07
1034.81140    1.86278E+07
1034.85535    1.78983E+07
1034.89941    1.73793E+07
1034.94336    1.73624E+07
1034.98743    1.70528E+07
1035.02478    1.74667E+07
1035.06873    1.76963E+07
1035.11255    1.81248E+07
1035.15662    1.80069E+07
1035.20044    1.88526E+07
1035.24438    1.88293E+07
1035.28833    1.87060E+07
1035.33215    1.86598E+07
1035.37610    1.88365E+07
1035.42004    1.89307E+07
1035.46387    1.90539E+07
1035.50781    1.91008E+07
1035.55176    2.03443E+07
1035.59558    2.11197E+07
1035.63953    2.38327E+07
1035.68335    2.74575E+07
1035.72742    3.10793E+07
1035.77124    3.23901E+07
1035.81519    2.95549E+07
1035.85913    2.62101E+07
1035.90295    2.41969E+07
1035.94690    2.49751E+07
1035.99084    2.76599E+07
1036.03467    3.22242E+07
1036.07861    4.10498E+07
1036.12256    6.63196E+07
1036.16638    1.26888E+08
1036.21045    2.47622E+08
1036.25427    4.41212E+08
1036.29822    6.47793E+08
1036.34204    7.34045E+08
1036.38599    6.16318E+08
1036.42993    3.96778E+08
1036.47375    2.15970E+08
1036.51770    1.15857E+08
1036.56165    6.86270E+07
1036.60559    4.58867E+07
1036.64954    3.70677E+07
1036.69336    3.54098E+07
1036.73730    4.13799E+07
1036.78125    6.12414E+07
1036.82507    1.09631E+08
1036.86902    2.10352E+08
1036.91284    3.89536E+08
1036.95691    6.29801E+08
1037.00085    8.36528E+08
1037.04468    8.48525E+08
1037.08862    6.37569E+08
1037.13245    3.69895E+08
1037.17639    1.94273E+08
1037.22034    1.13237E+08
1037.26428    8.13597E+07
1037.30823    7.60136E+07
1037.35205    9.43730E+07
1037.39600    1.45542E+08
1037.43994    2.54433E+08
1037.48376    4.55944E+08
1037.52771    7.87550E+08
1037.57166    1.25371E+09
1037.61560    1.71610E+09
1037.65955    1.93802E+09
1037.70337    1.78181E+09
1037.74731    1.32525E+09
1037.79126    7.94366E+08
1037.83508    4.07335E+08
1037.87915    2.02240E+08
1037.92297    1.04748E+08
1037.96692    5.93155E+07
1038.01074    3.87156E+07
1038.05469    2.91219E+07
1038.09863    2.50606E+07
1038.14258    2.38293E+07
1038.18652    2.44377E+07
1038.23035    2.57492E+07
1038.27429    2.79918E+07
1038.31824    3.09680E+07
1038.36206    3.34814E+07
1038.40613    3.32442E+07
1038.44995    3.07754E+07
1038.49390    2.76154E+07
1038.53784    2.49707E+07
1038.58167    2.31610E+07
1038.62573    2.14506E+07
1038.66956    2.10655E+07
1038.71350    2.01322E+07
1038.75745    2.02451E+07
1038.80127    2.13108E+07
1038.84521    2.18383E+07
1038.88916    2.15272E+07
1038.93311    2.02597E+07
1038.97705    2.01717E+07
1039.00085    2.15542E+07
1039.04480    2.55280E+07
1039.08875    3.48898E+07
1039.13269    5.48516E+07
1039.17664    8.38136E+07
1039.22046    1.06135E+08
1039.26440    1.00456E+08
1039.30835    6.95452E+07
1039.35229    4.26481E+07
1039.39624    3.10133E+07
1039.44006    2.58582E+07
1039.48413    2.26886E+07
1039.52795    2.14357E+07
1039.57190    2.08676E+07
1039.61584    2.11460E+07
1039.65967    2.25110E+07
1039.70374    2.31109E+07
1039.74756    2.43953E+07
1039.79150    2.43756E+07
1039.83545    2.41126E+07
1039.87927    2.30862E+07
1039.92334    2.19801E+07
1039.96716    2.08614E+07
1040.01111    1.96264E+07
1040.05505    1.94048E+07
1040.09900    1.98841E+07
1040.14294    1.94900E+07
1040.18677    1.91490E+07
1040.23071    1.91781E+07
1040.27466    2.04458E+07
1040.31860    2.13574E+07
1040.36255    2.12463E+07
1040.40637    2.09701E+07
1040.45044    2.10275E+07
1040.49426    2.10547E+07
1040.53821    2.00521E+07
1040.58215    1.91835E+07
1040.62610    1.89218E+07
1040.67004    1.96444E+07
1040.71387    2.11935E+07
1040.75781    2.41644E+07
1040.80176    3.46063E+07
1040.84570    5.70953E+07
1040.88965    8.91083E+07
1040.93347    1.06244E+08
1040.97754    9.02243E+07
1041.02136    5.83338E+07
1041.06531    3.53135E+07
1041.10925    2.59166E+07
1041.15320    2.25538E+07
1041.19714    2.10471E+07
1041.24097    1.98946E+07
1041.28503    1.97999E+07
1041.32886    2.03054E+07
1041.37280    2.06913E+07
1041.41675    2.05375E+07
1041.46069    2.08041E+07
1041.50464    2.35633E+07
1041.54846    3.15282E+07
1041.59241    4.94871E+07
1041.63635    7.83179E+07
1041.68030    9.72609E+07
1041.72424    8.55855E+07
1041.76819    5.51740E+07
1041.81213    3.32923E+07
1041.85596    2.52115E+07
1041.89990    2.21731E+07
1041.94385    2.03279E+07
1041.98779    1.96896E+07
1042.03174    1.90056E+07
1042.07568    1.87525E+07
1042.11963    1.91777E+07
1042.16345    1.94933E+07
1042.20752    1.89764E+07
1042.25134    1.87247E+07
1042.29529    1.83839E+07
1042.33936    1.82991E+07
1042.38318    1.83016E+07
1042.42712    1.81440E+07
1042.47095    1.79993E+07
1042.51501    1.81999E+07
1042.55896    1.84411E+07
1042.60278    1.79551E+07
1042.64685    1.76951E+07
1042.69067    1.76524E+07
1042.73462    1.77003E+07
1042.77856    1.82277E+07
1042.82251    1.93406E+07
1042.86646    2.06678E+07
1042.91040    2.19344E+07
1042.95435    2.27108E+07
1042.99817    2.39385E+07
1043.04224    2.55262E+07
1043.08606    2.54298E+07
1043.13000    2.47439E+07
1043.17395    2.33230E+07
1043.21790    2.07549E+07
1043.26184    1.91306E+07
1043.30579    1.81274E+07
1043.34973    1.80296E+07
1043.39355    1.84626E+07
1043.43762    1.86760E+07
1043.48145    1.92399E+07
1043.52539    1.98853E+07
1043.56946    1.95079E+07
1043.61328    1.97088E+07
1043.65723    1.92684E+07
1043.70117    1.99150E+07
1043.74512    2.04128E+07
1043.78906    2.11476E+07
1043.83301    2.12249E+07
1043.87695    2.07934E+07
1043.92090    2.08420E+07
1043.96484    2.13672E+07
1044.00867    2.34496E+07
1044.05273    2.48304E+07
1044.09656    2.42555E+07
1044.14050    2.24123E+07
1044.18445    2.00657E+07
1044.22839    1.95669E+07
1044.27246    1.97168E+07
1044.31628    2.02740E+07
1044.36023    2.01424E+07
1044.40417    2.04999E+07
1044.44812    2.07554E+07
1044.49194    2.09721E+07
1044.53601    2.02111E+07
1044.57996    2.10185E+07
1044.62390    2.10964E+07
1044.66785    2.02255E+07
1044.71167    2.02242E+07
1044.75574    1.96647E+07
1044.79956    1.97141E+07
1044.84363    1.92843E+07
1044.88745    1.91082E+07
1044.93140    1.90617E+07
1044.97534    1.89862E+07
1044.90210    2.06465E+07
1044.94592    2.07629E+07
1044.98975    2.09423E+07
1045.03357    2.06267E+07
1045.07751    2.02802E+07
1045.12134    2.02331E+07
1045.16516    2.01276E+07
1045.20898    2.05409E+07
1045.25293    2.15381E+07
1045.29675    2.18511E+07
1045.34058    2.21943E+07
1045.38452    2.19659E+07
1045.42834    2.17527E+07
1045.47217    2.16667E+07
1045.51599    2.16818E+07
1045.55994    2.22944E+07
1045.60376    2.38668E+07
1045.64758    2.57164E+07
1045.69141    2.81510E+07
1045.73535    3.04643E+07
1045.77917    3.06901E+07
1045.82300    2.91275E+07
1045.86694    2.60159E+07
1045.91064    2.34867E+07
1045.95459    2.26868E+07
1045.99841    2.20738E+07
1046.04236    2.09264E+07
1046.08606    2.07758E+07
1046.13000    2.06921E+07
1046.17395    2.09826E+07
1046.21765    2.14710E+07
1046.26160    2.21526E+07
1046.30542    2.23263E+07
1046.34924    2.25479E+07
1046.39307    2.27315E+07
1046.43701    2.27089E+07
1046.48096    2.19490E+07
1046.52466    2.12366E+07
1046.56860    2.10546E+07
1046.61243    2.21165E+07
1046.65625    2.22329E+07
1046.70020    2.29574E+07
1046.74402    2.19207E+07
1046.78784    2.13417E+07
1046.83167    2.05845E+07
1046.87561    2.05363E+07
1046.91943    2.09202E+07
1046.96326    2.12369E+07
1047.00720    2.15744E+07
1047.05103    2.14021E+07
1047.09485    2.18221E+07
1047.13867    2.11746E+07
1047.18262    2.16417E+07
1047.22644    2.21278E+07
1047.27026    2.25742E+07
1047.31421    2.26061E+07
1047.35803    2.25359E+07
1047.40186    2.23279E+07
1047.44580    2.23785E+07
1047.48962    2.26451E+07
1047.53345    2.31434E+07
1047.57739    2.28880E+07
1047.62122    2.23967E+07
1047.66504    2.19964E+07
1047.70886    2.20723E+07
1047.75281    2.23278E+07
1047.79675    2.20862E+07
1047.84045    2.31278E+07
1047.88440    2.32129E+07
1047.92834    2.28991E+07
1047.97205    2.29081E+07
1048.01599    2.26375E+07
1048.05981    2.26495E+07
1048.10376    2.31756E+07
1048.14758    2.59787E+07
1048.19141    2.80569E+07
1048.23535    2.89751E+07
1048.27917    2.70168E+07
1048.32300    2.49319E+07
1048.36694    2.37881E+07
1048.41077    2.36285E+07
1048.45459    2.35196E+07
1048.49854    2.36407E+07
1048.54236    2.31220E+07
1048.58618    2.32631E+07
1048.63013    2.32172E+07
1048.67395    2.28283E+07
1048.71777    2.26692E+07
1048.76172    2.19257E+07
1048.80554    2.21239E+07
1048.84937    2.20922E+07
1048.89331    2.37003E+07
1048.93713    2.40384E+07
1048.98096    2.45739E+07
1049.02490    2.51196E+07
1049.06873    2.61680E+07
1049.11255    2.63527E+07
1049.15649    2.58546E+07
1049.20032    2.59933E+07
1049.24414    2.63476E+07
1049.28809    2.78877E+07
1049.33191    2.80990E+07
1049.37585    2.74680E+07
1049.41968    2.58890E+07
1049.46350    2.58892E+07
1049.50745    2.57951E+07
1049.55127    2.55813E+07
1049.59509    2.52356E+07
1049.63904    2.43562E+07
1049.68286    2.43315E+07
1049.72681    2.53934E+07
1049.77063    2.57864E+07
1049.81445    2.54359E+07
1049.85840    2.58758E+07
1049.90222    2.57070E+07
1049.94604    2.51018E+07
1049.98999    2.46940E+07
1050.03381    2.37858E+07
1050.07776    2.35504E+07
1050.12158    2.42374E+07
1050.16541    2.58848E+07
1050.20935    3.01566E+07
1050.25317    3.65713E+07
1050.29712    4.14391E+07
1050.34094    3.88965E+07
1050.38477    3.20413E+07
1050.42871    2.93822E+07
1050.47253    2.98941E+07
1050.51636    3.02126E+07
1050.56030    2.82663E+07
1050.60425    2.56426E+07
1050.64795    2.47371E+07
1050.69189    2.53322E+07
1050.73584    2.49208E+07
1050.77966    2.41143E+07
1050.82349    2.35800E+07
1050.86743    2.33619E+07
1050.91125    2.32598E+07
1050.95508    2.29462E+07
1050.99902    2.29499E+07
1051.04285    2.31293E+07
1051.08679    2.25296E+07
1051.13062    2.28992E+07
1051.17456    2.28567E+07
1051.21838    2.24366E+07
1051.26233    2.21534E+07
1051.30615    2.26186E+07
1051.34998    2.27039E+07
1051.39392    2.37549E+07
1051.43774    2.45422E+07
1051.48157    2.43810E+07
1051.52551    2.49678E+07
1051.56946    2.51824E+07
1051.61328    2.52178E+07
1051.65710    2.63624E+07
1051.70105    2.66634E+07
1051.74487    2.54523E+07
1051.78882    2.50002E+07
1051.83264    2.53994E+07
1051.87646    2.64900E+07
1051.92041    2.70214E+07
1051.96436    2.60596E+07
1052.00806    2.61463E+07
1052.05200    2.68614E+07
1052.09595    2.85804E+07
1052.13977    3.02234E+07
1052.18359    3.10112E+07
1052.22754    3.24605E+07
1052.27136    3.17447E+07
1052.31531    2.86516E+07
1052.35925    2.57042E+07
1052.40295    2.43893E+07
1052.44690    2.43043E+07
1052.49084    2.45155E+07
1052.53467    2.44411E+07
1052.57849    2.43954E+07
1052.62244    2.45801E+07
1052.66626    2.49450E+07
1052.71021    2.49971E+07
1052.75415    2.54298E+07
1052.79785    2.68465E+07
1052.84180    2.80099E+07
1052.88574    2.81439E+07
1052.92957    2.61103E+07
1052.97351    2.57172E+07
1053.01733    2.71824E+07
1053.06116    2.91114E+07
1053.10510    3.10276E+07
1053.14905    3.29995E+07
1053.19287    3.27612E+07
1053.23669    3.09745E+07
1053.28064    2.86741E+07
1053.32446    2.64911E+07
1053.36841    2.56528E+07
1053.41235    2.55440E+07
1053.45605    2.49107E+07
1053.50000    2.45102E+07
1053.54395    2.48708E+07
1053.58777    2.50594E+07
1053.63171    2.52381E+07
1053.67566    2.49800E+07
1053.71936    2.55200E+07
1053.76331    2.62573E+07
1053.80725    2.74818E+07
1053.85107    2.68753E+07
1053.89502    2.65436E+07
1053.93884    2.61931E+07
1053.98267    2.64710E+07
1054.02661    2.67526E+07
1054.07056    2.60291E+07
1054.11438    2.55214E+07
1054.15833    2.55028E+07
1054.20215    2.65745E+07
1054.24597    2.70036E+07
1054.28992    2.71080E+07
1054.33374    2.65068E+07
1054.37769    2.59636E+07
1054.37158    2.52824E+07
1054.41553    2.41151E+07
1054.45935    2.34948E+07
1054.50317    2.43763E+07
