7934
; High-resolution solar spectrum between 800-1150 A. 
; Based on measurements with SOHO/SUMER (Curdt et al., 1997)
; wave (A)   flux (photons in arbitrary units)
1066.01086    4.47644E+07
1066.05469    4.42222E+07
1066.09851    4.88842E+07
1066.14246    5.53609E+07
1066.18616    5.69095E+07
1066.22998    5.27733E+07
1066.27393    4.61098E+07
1066.31775    4.06981E+07
1066.36157    3.82812E+07
1066.40540    3.70274E+07
1066.44922    3.65616E+07
1066.49304    3.93694E+07
1066.53687    4.82614E+07
1066.58069    6.32310E+07
1066.62463    7.92073E+07
1066.66846    8.34132E+07
1066.71228    7.19586E+07
1066.75610    5.54830E+07
1066.79993    4.37198E+07
1066.84375    3.76825E+07
1066.88757    3.52193E+07
1066.93152    3.50743E+07
1066.97534    3.61051E+07
1067.01904    3.67199E+07
1067.06299    3.64391E+07
1067.10681    3.57587E+07
1067.15076    3.57306E+07
1067.19446    3.63150E+07
1067.23828    3.83364E+07
1067.28223    3.96034E+07
1067.32605    4.13315E+07
1067.36987    4.20443E+07
1067.41370    3.89721E+07
1067.45752    3.72027E+07
1067.50134    3.72783E+07
1067.54517    4.17925E+07
1067.58911    4.68618E+07
1067.63293    4.70439E+07
1067.67676    4.31874E+07
1067.72058    3.97448E+07
1067.76440    3.83063E+07
1067.80835    3.83500E+07
1067.85205    3.79736E+07
1067.89600    3.72430E+07
1067.93982    3.74813E+07
1067.98364    3.73735E+07
1068.02747    3.81920E+07
1068.07129    3.78425E+07
1068.11523    3.93193E+07
1068.15906    4.09727E+07
1068.20288    4.13070E+07
1068.24670    4.03247E+07
1068.29053    4.04899E+07
1068.33435    4.18577E+07
1068.37817    4.38464E+07
1068.42212    4.77649E+07
1068.46594    5.02270E+07
1068.50977    4.67254E+07
1068.55359    4.39342E+07
1068.59753    4.41308E+07
1068.64136    4.47551E+07
1068.68518    4.41935E+07
1068.72900    4.20064E+07
1068.77283    4.08579E+07
1068.81665    3.99241E+07
1068.86047    3.90523E+07
1068.90442    3.83449E+07
1068.94824    3.82376E+07
1068.99207    3.80299E+07
1069.03589    3.87755E+07
1069.07983    4.09539E+07
1069.12366    4.18094E+07
1069.16748    4.09548E+07
1069.21130    4.08329E+07
1069.25525    3.88964E+07
1069.29895    3.82431E+07
1069.34290    3.78755E+07
1069.38672    3.76201E+07
1069.43054    3.72041E+07
1069.47437    3.67655E+07
1069.51819    3.65076E+07
1069.56213    3.66062E+07
1069.60596    3.77061E+07
1069.64978    3.89814E+07
1069.69360    3.90381E+07
1069.73755    3.91610E+07
1069.78125    3.94395E+07
1069.82520    3.88714E+07
1069.86902    3.82036E+07
1069.91284    3.87176E+07
1069.95667    4.09811E+07
1070.00610    3.68635E+07
1070.04993    3.64714E+07
1070.09363    3.68885E+07
1070.13745    3.79468E+07
1070.18115    3.82949E+07
1070.22485    3.81471E+07
1070.26868    3.75431E+07
1070.31238    3.67745E+07
1070.35620    3.70629E+07
1070.40002    3.86767E+07
1070.44373    3.79106E+07
1070.48755    3.75896E+07
1070.53125    3.69727E+07
1070.57495    3.71109E+07
1070.61877    3.62031E+07
1070.66248    3.54064E+07
1070.70630    3.64263E+07
1070.75012    3.69855E+07
1070.79382    3.75249E+07
1070.83765    3.71634E+07
1070.88135    3.70716E+07
1070.92505    3.85917E+07
1070.96887    3.88689E+07
1071.01257    3.77127E+07
1071.05640    3.61171E+07
1071.10022    3.59922E+07
1071.14392    3.62194E+07
1071.18774    3.65597E+07
1071.23145    3.78175E+07
1071.27515    3.95761E+07
1071.31897    4.08717E+07
1071.36279    4.17536E+07
1071.40649    4.27342E+07
1071.45032    4.42775E+07
1071.49414    4.56963E+07
1071.53784    4.68274E+07
1071.58154    4.66086E+07
1071.62537    4.56799E+07
1071.66907    4.52280E+07
1071.71289    4.57736E+07
1071.75671    4.32360E+07
1071.80042    4.17714E+07
1071.84424    4.00910E+07
1071.88794    3.94915E+07
1071.93164    3.89230E+07
1071.97546    3.80295E+07
1072.01929    3.75444E+07
1072.06299    3.70798E+07
1072.10681    3.72042E+07
1072.15063    3.84664E+07
1072.19434    3.89088E+07
1072.23816    3.92736E+07
1072.28186    3.94169E+07
1072.32556    3.94772E+07
1072.36938    4.01110E+07
1072.41321    3.91796E+07
1072.45691    3.85830E+07
1072.50073    3.92641E+07
1072.54456    4.07947E+07
1072.58826    4.32661E+07
1072.63196    4.58401E+07
1072.67578    4.86709E+07
1072.71960    5.18214E+07
1072.76331    5.98886E+07
1072.80713    7.44744E+07
1072.85095    1.01504E+08
1072.89465    1.38900E+08
1072.93835    1.68174E+08
1072.98218    1.69855E+08
1073.02600    1.42450E+08
1073.06970    1.07377E+08
1073.11353    7.96256E+07
1073.15735    6.10686E+07
1073.20105    5.10401E+07
1073.24475    4.47661E+07
1073.28857    4.15375E+07
1073.33240    4.06507E+07
1073.37610    4.24989E+07
1073.41992    4.63328E+07
1073.46375    4.92144E+07
1073.50745    4.99584E+07
1073.55115    4.76211E+07
1073.59497    4.45255E+07
1073.63879    4.26627E+07
1073.68250    4.14696E+07
1073.72632    4.02099E+07
1073.77014    4.05057E+07
1073.81384    3.96704E+07
1073.85754    3.89069E+07
1073.90137    4.12710E+07
1073.94519    4.41623E+07
1073.98901    4.66485E+07
1074.03271    4.71072E+07
1074.07654    4.58164E+07
1074.12024    4.40576E+07
1074.16406    4.26648E+07
1074.20776    4.07614E+07
1074.25159    3.93557E+07
1074.29541    3.99179E+07
1074.33923    3.93941E+07
1074.38293    3.96232E+07
1074.42676    3.94951E+07
1074.47046    3.89306E+07
1074.51428    3.92709E+07
1074.55811    3.91694E+07
1074.60181    3.78799E+07
1074.64563    3.81105E+07
1074.68945    3.69881E+07
1074.73315    3.71720E+07
1074.77686    3.78439E+07
1074.82068    3.93489E+07
1074.86450    4.14073E+07
1074.90833    4.14517E+07
1074.95203    4.36858E+07
1074.98584    4.44398E+07
1075.02954    4.39447E+07
1075.07336    4.13309E+07
1075.11719    3.96744E+07
1075.16089    3.95032E+07
1075.20471    3.90767E+07
1075.24854    3.97397E+07
1075.29236    3.98322E+07
1075.33606    4.05701E+07
1075.37976    4.15232E+07
1075.42358    4.15937E+07
1075.46741    4.19990E+07
1075.51123    4.10863E+07
1075.55505    3.93098E+07
1075.59875    3.78754E+07
1075.64246    3.89757E+07
1075.68628    3.96258E+07
1075.73010    3.97245E+07
1075.77393    3.93803E+07
1075.81763    4.01943E+07
1075.86145    4.16025E+07
1075.90515    4.19118E+07
1075.94897    4.04411E+07
1075.99280    3.94458E+07
1076.03650    3.85960E+07
1076.08032    3.83959E+07
1076.12415    3.78893E+07
1076.16785    3.78464E+07
1076.21167    3.84759E+07
1076.25549    3.96044E+07
1076.29919    4.03676E+07
1076.34302    4.09226E+07
1076.38684    4.13651E+07
1076.43054    4.13696E+07
1076.47437    4.14431E+07
1076.51819    4.23494E+07
1076.56189    4.37805E+07
1076.60571    4.40130E+07
1076.64954    4.46910E+07
1076.69336    4.29406E+07
1076.73706    4.15072E+07
1076.78088    4.09372E+07
1076.82458    4.20469E+07
1076.86841    4.27613E+07
1076.91223    4.42791E+07
1076.95605    4.79439E+07
1076.99976    5.40350E+07
1077.04358    6.61642E+07
1077.08740    8.30396E+07
1077.13110    9.69802E+07
1077.17493    9.75557E+07
1077.21875    8.31884E+07
1077.26245    6.75312E+07
1077.30627    5.71725E+07
1077.35010    5.08114E+07
1077.39392    4.60788E+07
1077.43762    4.35078E+07
1077.48145    4.22505E+07
1077.52515    4.15425E+07
1077.56897    4.19430E+07
1077.61279    4.24512E+07
1077.65662    4.17185E+07
1077.70044    4.09102E+07
1077.74414    4.04534E+07
1077.78784    4.05670E+07
1077.83167    4.09870E+07
1077.87549    4.09585E+07
1077.91931    4.00589E+07
1077.96313    3.98695E+07
1078.00696    3.87442E+07
1078.05066    3.97110E+07
1078.09448    4.14576E+07
1078.13818    4.19113E+07
1078.18201    4.11618E+07
1078.22583    4.12460E+07
1078.26965    4.08287E+07
1078.31335    3.98617E+07
1078.35718    4.09142E+07
1078.40100    4.12789E+07
1078.44482    4.05676E+07
1078.48865    4.07534E+07
1078.53235    4.12101E+07
1078.57605    4.21159E+07
1078.61987    4.26894E+07
1078.66370    4.25409E+07
1078.70752    4.30117E+07
1078.75134    4.30355E+07
1078.79504    4.24610E+07
1078.83887    4.15232E+07
1078.88269    4.06866E+07
1078.92651    4.19061E+07
1078.97034    4.25161E+07
1079.01416    4.23696E+07
1079.05786    4.25965E+07
1079.10156    4.26500E+07
1079.14539    4.28083E+07
1079.18921    4.29023E+07
1079.23303    4.18379E+07
1079.27686    4.17619E+07
1079.32056    4.25643E+07
1079.36438    4.19490E+07
1079.40820    4.19344E+07
1079.45203    4.14708E+07
1079.49585    4.16462E+07
1079.53955    4.21054E+07
1079.58337    4.10360E+07
1079.62720    4.06839E+07
1079.67102    4.19152E+07
1079.71484    4.34570E+07
1079.75854    4.33534E+07
1079.80225    4.22930E+07
1079.84607    4.04434E+07
1079.88989    4.03818E+07
1079.93372    4.10618E+07
1079.97754    4.22088E+07
1080.02124    4.20484E+07
1080.06506    4.27921E+07
1080.10889    4.32848E+07
1080.15271    4.41914E+07
1080.19653    4.59396E+07
1080.24036    4.48615E+07
1080.28406    4.35384E+07
1080.32788    4.26534E+07
1080.37170    4.10131E+07
1080.41553    4.13573E+07
1080.45935    4.19247E+07
1080.50305    4.23837E+07
1080.54688    4.37215E+07
1080.59070    4.52212E+07
1080.63452    4.50723E+07
1080.67834    4.44053E+07
1080.72205    4.35385E+07
1080.76587    4.40832E+07
1080.80969    4.34942E+07
1080.85352    4.32452E+07
1080.89734    4.42414E+07
1080.94104    4.55928E+07
1080.98486    4.59772E+07
1081.02869    4.50869E+07
1081.07251    4.50855E+07
1081.11633    4.55928E+07
1081.16016    4.35385E+07
1081.20386    4.40832E+07
1081.24768    4.59772E+07
1081.29150    4.50869E+07
1081.33533    4.50855E+07
1081.37915    4.38581E+07
1081.42285    4.30422E+07
1081.46667    4.29833E+07
1081.51050    4.32614E+07
1081.55432    4.32281E+07
1081.59814    4.39652E+07
1081.64185    4.60818E+07
1081.68567    4.77702E+07
1081.72949    4.87097E+07
1081.77332    4.94298E+07
1081.81714    5.00311E+07
1081.86084    4.82652E+07
1081.90466    4.59301E+07
1081.94849    4.38187E+07
1082.08545    4.24192E+07
1082.12915    4.31326E+07
1082.17285    4.33116E+07
1082.21655    4.25885E+07
1082.26025    4.29434E+07
1082.30396    4.32448E+07
1082.34766    4.43971E+07
1082.39136    4.43841E+07
1082.43506    4.47286E+07
1082.47876    4.50638E+07
1082.52246    4.46208E+07
1082.56616    4.44546E+07
1082.60986    4.35123E+07
1082.65356    4.32388E+07
1082.69727    4.35128E+07
1082.74109    4.39316E+07
1082.78479    4.37518E+07
1082.82849    4.38728E+07
1082.87219    4.25754E+07
1082.91589    4.29121E+07
1082.95959    4.31682E+07
1083.00342    4.33343E+07
1083.04712    4.26253E+07
1083.09082    4.17907E+07
1083.13452    4.33130E+07
1083.17822    4.49547E+07
1083.22192    4.57589E+07
1083.26575    4.59206E+07
1083.30945    4.44243E+07
1083.35315    4.42518E+07
1083.39685    4.49010E+07
1083.44055    4.42685E+07
1083.48425    4.41528E+07
1083.52795    4.41598E+07
1083.57166    4.41794E+07
1083.61536    4.52444E+07
1083.65906    4.58312E+07
1083.70276    4.87251E+07
1083.74658    5.20181E+07
1083.79028    5.81731E+07
1083.83398    7.36078E+07
1083.87769    1.04392E+08
1083.92139    1.55167E+08
1083.96521    2.09260E+08
1084.00891    2.22571E+08
1084.05261    1.77257E+08
1084.09631    1.21275E+08
1084.14001    8.56930E+07
1084.18384    6.80222E+07
1084.22754    5.94003E+07
1084.27124    5.86502E+07
1084.31494    6.31800E+07
1084.35864    7.74710E+07
1084.40234    1.09223E+08
1084.44604    1.72016E+08
1084.48975    2.73395E+08
1084.53345    3.83659E+08
1084.57715    4.33667E+08
1084.62097    3.75683E+08
1084.66467    2.58152E+08
1084.70837    1.71992E+08
1084.75208    1.35467E+08
1084.79590    1.37983E+08
1084.83960    1.70446E+08
1084.88330    2.13649E+08
1084.92700    2.41229E+08
1084.97070    2.35594E+08
1085.01453    1.98086E+08
1085.05823    1.48508E+08
1085.10193    1.09636E+08
1085.14563    8.53672E+07
1085.18945    6.91221E+07
1085.23315    6.08605E+07
1085.27686    5.72929E+07
1085.32056    6.09016E+07
1085.36426    7.29669E+07
1085.40796    1.02401E+08
1085.45166    1.59928E+08
1085.49536    2.38139E+08
1085.53918    3.09509E+08
1085.58289    3.81093E+08
1085.62659    5.12176E+08
1085.67029    6.93660E+08
1085.71411    7.85677E+08
1085.75781    6.76704E+08
1085.80151    4.33300E+08
1085.84521    2.37982E+08
1085.88904    1.39367E+08
1085.93274    9.54136E+07
1085.97644    7.37918E+07
1086.02014    6.20503E+07
1086.06384    5.58453E+07
1086.10754    5.19124E+07
1086.15125    5.01116E+07
1086.19507    4.94895E+07
1086.23877    4.92856E+07
1086.28247    4.81057E+07
1086.32617    4.76520E+07
1086.37000    4.76025E+07
1086.41370    4.74319E+07
1086.45740    4.84235E+07
1086.50110    4.88605E+07
1086.54492    4.87475E+07
1086.58862    4.78107E+07
1086.63232    4.66587E+07
1086.67615    4.60104E+07
1086.71985    4.71005E+07
1086.76355    4.69103E+07
1086.80725    4.66130E+07
1086.85095    4.78918E+07
1086.89465    4.73299E+07
1086.93835    4.74259E+07
1086.98218    4.78844E+07
1087.02588    4.75365E+07
1087.06958    4.83447E+07
1087.11340    4.93158E+07
1087.15710    4.95472E+07
1087.20081    5.03172E+07
1087.24463    4.95750E+07
1087.28833    4.92195E+07
1087.33203    4.93184E+07
1087.37585    5.00295E+07
1087.41956    4.89752E+07
1087.46326    4.72811E+07
1087.50696    4.74623E+07
1087.55066    4.69627E+07
1087.59436    4.77124E+07
1087.63806    4.95267E+07
1087.68188    5.10165E+07
1087.72559    5.15433E+07
1087.76929    5.13637E+07
1087.81311    5.16588E+07
1087.85681    5.13611E+07
1087.90051    5.15209E+07
1087.94434    5.12976E+07
1087.98804    5.11050E+07
1088.03174    5.15912E+07
1088.07544    5.14135E+07
1088.11914    5.13041E+07
1088.16284    5.10667E+07
1088.20667    5.22578E+07
1088.25037    5.16565E+07
1088.29407    5.22800E+07
1088.33789    5.26340E+07
1088.38159    5.08097E+07
1088.42542    5.01187E+07
1088.46912    5.03771E+07
1088.51282    4.97609E+07
1088.55652    4.85930E+07
1088.60022    4.85821E+07
1088.64392    4.98894E+07
1088.68762    5.07216E+07
1088.73132    5.01706E+07
1088.77502    4.91902E+07
1088.81897    4.81603E+07
1088.86267    4.68327E+07
1088.90649    4.69904E+07
1088.95020    4.67990E+07
1088.99390    4.73245E+07
1089.03772    4.83237E+07
1089.08142    4.92863E+07
1089.12512    5.05684E+07
1089.16895    5.04906E+07
1089.21265    5.12859E+07
1089.25635    5.14513E+07
1089.30005    5.14092E+07
1089.34375    5.19110E+07
1089.38757    5.23460E+07
1089.43127    5.30573E+07
1089.47498    5.29961E+07
1089.51880    5.16303E+07
1089.56250    5.17970E+07
1089.60632    5.19747E+07
1089.65002    5.15696E+07
1089.69373    5.21565E+07
1089.73755    5.23714E+07
1089.78125    5.09887E+07
1089.82495    4.90454E+07
1089.86865    4.89329E+07
1089.91235    4.94381E+07
1089.95618    4.97708E+07
1089.99988    4.97338E+07
1090.04370    4.95833E+07
1090.08740    4.95334E+07
1090.13123    5.12832E+07
1090.17493    5.24446E+07
1090.21863    5.19782E+07
1090.26245    5.18287E+07
1090.30615    5.13567E+07
1090.34985    5.02932E+07
1090.39355    5.13444E+07
1090.43726    5.24032E+07
1090.48108    5.19882E+07
1090.52478    5.12854E+07
1090.56860    4.97926E+07
1090.61230    5.02849E+07
1090.65613    4.97097E+07
1090.69983    4.92630E+07
1090.74353    4.92833E+07
1090.78735    4.86863E+07
1090.83105    4.84111E+07
1090.87476    4.90404E+07
1090.91846    4.98537E+07
1090.96228    5.09422E+07
1091.00598    5.19037E+07
1091.04980    5.05943E+07
1091.09351    5.02333E+07
1091.13721    5.05865E+07
1091.18103    5.07460E+07
1091.22473    5.08948E+07
1091.26855    5.06236E+07
1091.31226    5.12974E+07
1091.35596    5.23687E+07
1091.39966    5.34620E+07
1091.44348    5.35158E+07
1091.48718    5.42525E+07
1091.53101    5.31647E+07
1091.57471    5.28996E+07
1091.61841    5.19194E+07
1091.66223    5.23252E+07
1091.70593    5.16393E+07
1091.74976    5.26225E+07
1091.79346    5.25727E+07
1091.83716    5.21676E+07
1091.88086    5.22280E+07
1091.92468    5.33927E+07
1091.96838    5.44288E+07
1092.01221    5.43805E+07
1092.05591    5.31063E+07
1092.09973    5.30814E+07
1092.14343    5.36399E+07
1092.18726    5.33254E+07
1092.23096    5.21977E+07
1092.27466    5.17124E+07
1092.31836    5.26506E+07
1092.36218    5.28724E+07
1092.40588    5.25238E+07
1092.44971    5.26200E+07
1092.49341    5.47581E+07
1092.53723    5.73865E+07
1092.58093    5.90198E+07
1092.62476    6.31721E+07
1092.66846    7.10482E+07
1092.71216    7.82501E+07
1092.75586    7.55993E+07
1092.79968    6.62297E+07
1092.84338    5.87385E+07
1092.88721    5.70018E+07
1092.93091    5.66510E+07
1092.97473    5.99135E+07
1093.01843    6.31233E+07
1093.06226    6.87304E+07
1093.10596    6.97377E+07
1093.14966    6.62618E+07
1093.19336    6.17427E+07
1093.23718    5.92750E+07
1093.28088    5.96309E+07
1093.32471    6.11903E+07
1093.36841    6.05620E+07
1093.41223    5.98928E+07
1093.45593    5.89577E+07
1093.49976    5.86674E+07
1093.54346    5.79152E+07
1093.58716    5.73221E+07
1093.63098    5.53484E+07
1093.67468    5.58273E+07
1093.71851    5.73033E+07
1093.76221    5.83768E+07
1093.80603    5.92069E+07
1093.84973    5.86557E+07
1093.89355    5.87363E+07
1093.93726    5.94405E+07
1093.98096    5.80011E+07
1094.02466    5.74812E+07
1094.06848    5.77209E+07
1094.11230    5.93245E+07
1094.15601    6.09131E+07
1094.19983    6.16559E+07
1094.24353    6.21191E+07
1094.28735    6.17826E+07
1094.33105    6.12885E+07
1094.37476    6.21380E+07
1094.41846    6.20019E+07
1094.46228    6.34023E+07
1094.50610    6.44199E+07
1094.54980    6.51010E+07
1094.59363    6.48805E+07
1094.63733    6.32863E+07
1094.68115    6.16347E+07
1094.72485    6.02385E+07
1094.76855    5.89832E+07
1094.81238    5.84433E+07
1094.85608    5.81864E+07
1094.89990    5.73672E+07
1094.94360    5.68127E+07
1094.98743    5.45363E+07
1095.03125    5.62001E+07
1095.08997    5.92115E+07
1095.13354    6.02580E+07
1095.17725    6.12018E+07
1095.22095    5.94537E+07
1095.26465    5.90551E+07
1095.30835    5.83215E+07
1095.35205    5.87449E+07
1095.39563    5.94567E+07
1095.43933    6.02568E+07
1095.48303    6.05222E+07
1095.52673    6.15781E+07
1095.57031    6.16149E+07
1095.61401    6.11197E+07
1095.65771    5.95800E+07
1095.70129    5.95481E+07
1095.74500    6.02934E+07
1095.78870    6.22926E+07
1095.83228    6.38554E+07
1095.87598    6.58810E+07
1095.91968    6.57032E+07
1095.96326    6.33344E+07
1096.00696    6.16145E+07
1096.05066    6.01981E+07
1096.09436    5.93829E+07
1096.13794    5.87732E+07
1096.18164    6.12999E+07
1096.22534    6.45213E+07
1096.26904    6.50452E+07
1096.31274    6.39634E+07
1096.35645    6.47950E+07
1096.40015    6.49712E+07
1096.44373    6.48011E+07
1096.48743    6.52340E+07
1096.53113    6.80068E+07
1096.57471    7.02613E+07
1096.61841    7.34340E+07
1096.66211    7.51879E+07
1096.70581    7.40009E+07
1096.74939    7.03790E+07
1096.79309    6.26427E+07
1096.83679    5.76701E+07
1096.88037    5.63388E+07
1096.92407    6.00949E+07
1096.96777    6.42523E+07
1097.01147    6.74772E+07
1097.05505    6.86480E+07
1097.09875    7.22961E+07
1097.14246    7.96725E+07
1097.18616    8.56717E+07
1097.22986    8.44926E+07
1097.27356    7.86546E+07
1097.31726    7.48195E+07
1097.36084    7.55443E+07
1097.40454    7.70749E+07
1097.44824    7.15440E+07
1097.49194    6.49133E+07
1097.53564    6.28826E+07
1097.57922    6.46709E+07
1097.62292    6.54855E+07
1097.66663    6.57039E+07
1097.71033    6.68664E+07
1097.75391    6.81070E+07
1097.79761    6.77021E+07
1097.84131    6.71800E+07
1097.88501    6.73776E+07
1097.92871    7.16485E+07
1097.97229    8.24854E+07
1098.01599    9.89752E+07
1098.05969    1.11923E+08
1098.10339    1.09093E+08
1098.14697    1.00378E+08
1098.19067    1.02137E+08
1098.23438    1.02664E+08
1098.27808    9.05277E+07
1098.32178    7.67168E+07
1098.36536    7.11003E+07
1098.40906    6.88185E+07
1098.45276    6.87008E+07
1098.49646    6.67308E+07
1098.54004    6.57736E+07
1098.58374    6.57815E+07
1098.62744    6.44476E+07
1098.67114    6.37051E+07
1098.71484    6.45358E+07
1098.75854    6.64530E+07
1098.80225    6.73198E+07
1098.84595    6.80722E+07
1098.88965    7.11277E+07
1098.93335    7.36253E+07
1098.97693    7.53537E+07
1099.02063    7.57390E+07
1099.06433    7.56511E+07
1099.10803    7.32736E+07
1099.15173    7.26896E+07
1099.19543    7.24676E+07
1099.23901    7.17537E+07
1099.28271    7.02928E+07
1099.32642    6.89134E+07
1099.37012    6.86222E+07
1099.41382    6.89037E+07
1099.45740    7.11101E+07
1099.50110    7.11057E+07
1099.54480    7.14759E+07
1099.58850    7.07281E+07
1099.63220    6.85761E+07
1099.67590    6.51675E+07
1099.71948    6.48646E+07
1099.76318    6.40042E+07
1099.80688    6.42469E+07
1099.85059    6.65713E+07
1099.89429    6.80835E+07
1099.93799    7.02024E+07
1099.98169    6.91315E+07
1100.02527    6.63266E+07
1100.04895    6.66180E+07
1100.09265    6.76903E+07
1100.13635    6.86572E+07
1100.18005    6.90949E+07
1100.22375    7.12536E+07
1100.26746    7.24856E+07
1100.31116    7.49865E+07
1100.35486    7.44470E+07
1100.39856    7.10337E+07
1100.44226    6.52890E+07
1100.48584    6.18340E+07
1100.52954    6.19991E+07
1100.57324    6.45981E+07
1100.61694    6.69101E+07
1100.66064    6.90698E+07
1100.70435    6.74661E+07
1100.74805    6.64699E+07
1100.79175    6.79338E+07
1100.83545    6.80368E+07
1100.87915    6.67313E+07
1100.92273    6.64605E+07
1100.96643    6.70278E+07
1101.01013    6.88197E+07
1101.05383    6.87198E+07
1101.09753    7.00715E+07
1101.14124    7.16627E+07
1101.18494    7.35695E+07
1101.22864    7.67317E+07
1101.27234    7.89824E+07
1101.31592    7.77909E+07
1101.35962    7.47874E+07
1101.40332    7.14812E+07
1101.44702    7.03325E+07
1101.49072    6.88425E+07
1101.53442    6.93188E+07
1101.57812    7.24547E+07
1101.62183    7.53427E+07
1101.66553    7.68764E+07
1101.70923    7.54885E+07
1101.75281    7.23822E+07
1101.79651    6.95235E+07
1101.84021    6.77103E+07
1101.88391    6.72072E+07
1101.92761    6.68269E+07
1101.97131    6.69810E+07
1102.01501    6.79971E+07
1102.05872    6.96595E+07
1102.10242    7.04038E+07
1102.14612    7.07688E+07
1102.18982    7.24320E+07
1102.23352    7.37602E+07
1102.27710    7.83134E+07
1102.32080    8.42488E+07
1102.36450    8.88730E+07
1102.40820    8.73759E+07
1102.45190    8.07818E+07
1102.49561    7.41120E+07
1102.53931    6.95140E+07
1102.58301    6.68299E+07
1102.62671    6.71312E+07
1102.67041    6.55732E+07
1102.71411    6.29730E+07
1102.75781    6.50953E+07
1102.80151    6.74081E+07
1102.84521    6.52916E+07
1102.88892    6.29997E+07
1102.93262    6.38195E+07
1102.97632    6.69715E+07
1103.01990    6.78694E+07
1103.06360    6.69759E+07
1103.10730    6.81335E+07
1103.15100    7.02787E+07
1103.19470    6.85301E+07
1103.23840    6.74925E+07
1103.28210    6.89015E+07
1103.32581    6.98837E+07
1103.36951    7.03304E+07
1103.41321    6.51519E+07
1103.45691    5.95794E+07
1103.50061    6.24710E+07
1103.54431    6.94880E+07
1103.58801    7.09770E+07
1103.63171    6.31157E+07
1103.67542    5.44663E+07
1103.71912    5.39698E+07
1103.76282    5.82876E+07
1103.80652    6.73825E+07
1103.85022    7.24187E+07
1103.89392    6.90086E+07
1103.93762    5.92553E+07
1103.98132    5.40593E+07
1104.02502    5.66750E+07
1104.06873    6.01911E+07
1104.11243    6.53655E+07
1104.15613    7.29245E+07
1104.19983    7.43463E+07
1104.24353    6.77591E+07
1104.28723    6.11205E+07
1104.33093    5.96055E+07
1104.37463    5.96196E+07
1104.41833    5.98775E+07
1104.46204    6.15182E+07
1104.50574    6.85578E+07
1104.54944    7.60773E+07
1104.59314    7.55990E+07
1104.63684    6.82260E+07
1104.68054    5.68675E+07
1104.72424    4.86262E+07
1104.76794    4.58096E+07
1104.81165    4.44809E+07
1104.85535    4.75879E+07
1104.89905    6.03710E+07
1104.94275    7.47243E+07
1104.98645    7.38262E+07
1105.03015    5.92967E+07
1105.07385    5.35407E+07
1105.11755    5.86008E+07
1105.16125    6.05021E+07
1105.20496    5.55744E+07
1105.24866    5.06946E+07
1105.29236    5.08041E+07
1105.33606    5.64076E+07
1105.37976    6.33565E+07
1105.42334    7.33882E+07
1105.46704    7.84605E+07
1105.51074    7.19144E+07
1105.55444    5.64438E+07
1105.59814    4.49690E+07
1105.64197    4.43387E+07
1105.68567    5.33500E+07
1105.72937    6.28753E+07
1105.77307    6.39396E+07
1105.81677    5.75180E+07
1105.86047    5.34332E+07
1105.90417    5.53768E+07
1105.94788    5.97010E+07
1105.99158    6.32180E+07
1106.03528    7.20127E+07
1106.07898    7.68521E+07
1106.12268    6.70721E+07
1106.16638    5.37924E+07
1106.21008    5.33686E+07
1106.25378    5.95101E+07
1106.29749    6.28396E+07
1106.34119    6.01334E+07
1106.38501    5.92566E+07
1106.42871    6.65675E+07
1106.47241    7.66693E+07
1106.51611    7.74929E+07
1106.55981    6.63176E+07
1106.60352    5.36838E+07
1106.64722    5.13815E+07
1106.69092    5.82972E+07
1106.73462    7.50668E+07
1106.77832    9.18808E+07
1106.82202    9.21403E+07
1106.86572    7.36261E+07
1106.90955    5.36076E+07
1106.95325    4.50580E+07
1106.99695    4.65590E+07
1107.04065    4.93379E+07
1107.08435    5.08977E+07
1107.12805    5.51332E+07
1107.17175    5.97510E+07
1107.21545    6.28451E+07
1107.25916    6.70071E+07
1107.30286    6.90239E+07
1107.34656    7.04554E+07
1107.39026    6.50893E+07
1107.43396    5.73402E+07
1107.47766    5.50598E+07
1107.52136    6.18626E+07
1107.56506    7.28786E+07
1107.60876    8.30814E+07
1107.65247    9.12308E+07
1107.69629    8.99035E+07
1107.73999    7.22232E+07
1107.78369    5.32803E+07
1107.82739    4.65129E+07
1107.87109    4.92593E+07
1107.91479    5.35409E+07
1107.95850    5.26465E+07
1108.00220    4.89827E+07
1108.04602    5.41229E+07
1108.08972    6.78456E+07
1108.13342    8.18425E+07
1108.17712    8.50442E+07
1108.22083    7.91568E+07
1108.26453    7.58315E+07
1108.30823    7.64135E+07
1108.35205    8.69084E+07
1108.39575    1.06881E+08
1108.43945    1.22427E+08
1108.48315    1.14093E+08
1108.52686    8.82834E+07
1108.57056    6.63632E+07
1108.61426    5.43042E+07
1108.65796    5.09364E+07
1108.70166    6.10640E+07
1108.74536    8.26408E+07
1108.78906    9.94427E+07
1108.83276    9.48408E+07
1108.87646    7.78220E+07
1108.92029    7.05052E+07
1108.96399    8.08691E+07
1109.00769    9.74853E+07
1109.05139    1.04316E+08
1109.09509    9.33385E+07
1109.13879    7.78296E+07
1109.18262    7.15653E+07
1109.22632    7.39529E+07
1109.27002    6.80714E+07
1109.31372    5.29743E+07
1109.35742    3.90816E+07
1109.40112    3.41548E+07
1109.44495    3.34022E+07
1109.48865    3.69746E+07
1109.53235    4.57783E+07
